Mail_Return_Rate_CEN_2010,Tot_Population_CEN_2010
85.599999999999994,2379
69.799999999999997,734
79.099999999999994,1593
81.900000000000006,1897
64.900000000000006,2013
69.799999999999997,2513
88.900000000000006,1083
79.900000000000006,3708
62.700000000000003,621
76.900000000000006,683
73.400000000000006,738
78.0,1291
83.299999999999997,2204
70.099999999999994,1102
58.799999999999997,767
83.099999999999994,911
80.5,2091
77.0,2415
77.700000000000003,852
79.099999999999994,5347
82.599999999999994,1145
83.400000000000006,1923
100.0,33
72.0,555
64.299999999999997,1633
78.799999999999997,1031
85.0,1163
74.799999999999997,2276
68.799999999999997,1982
83.5,1862
88.700000000000003,724
86.700000000000003,1107
79.700000000000003,3358
84.200000000000003,970
84.0,1231
83.900000000000006,1238
79.799999999999997,2224
75.400000000000006,1146
63.100000000000001,742
92.799999999999997,1054
80.299999999999997,2313
84.799999999999997,1691
79.400000000000006,995
90.599999999999994,988
91.400000000000006,265
80.299999999999997,1827
86.799999999999997,1028
69.099999999999994,1615
56.299999999999997,2417
86.299999999999997,694
89.200000000000003,938
74.400000000000006,763
74.099999999999994,1409
72.900000000000006,624
81.599999999999994,1213
63.700000000000003,1005
70.599999999999994,1755
79.0,1942
73.200000000000003,2389
60.899999999999999,689
75.099999999999994,2071
83.799999999999997,992
77.299999999999997,1363
66.799999999999997,827
79.900000000000006,887
79.799999999999997,1358
79.099999999999994,587
77.5,1283
87.299999999999997,903
87.400000000000006,1276
78.200000000000003,834
74.799999999999997,682
78.700000000000003,952
83.799999999999997,1618
88.400000000000006,1431
76.900000000000006,606
94.700000000000003,1185
74.799999999999997,2828
71.599999999999994,3452
88.200000000000003,3520
87.0,1459
83.900000000000006,1274
80.200000000000003,1727
76.599999999999994,731
86.200000000000003,1445
87.900000000000006,1379
85.599999999999994,2690
80.5,1110
68.299999999999997,661
83.299999999999997,1357
52.399999999999999,1070
88.200000000000003,1065
80.5,1384
79.200000000000003,1124
91.099999999999994,1119
80.599999999999994,990
79.5,1556
88.599999999999994,1999
75.0,3349
71.299999999999997,983
85.200000000000003,746
84.200000000000003,1286
79.799999999999997,1324
77.099999999999994,1230
84.700000000000003,1487
76.299999999999997,418
69.700000000000003,636
83.599999999999994,2208
67.400000000000006,494
82.599999999999994,1211
90.299999999999997,1056
87.5,1527
76.700000000000003,1244
72.5,2131
63.0,1341
80.599999999999994,2412
79.0,1009
86.0,2286
79.599999999999994,920
86.5,1255
85.900000000000006,1533
58.5,662
86.5,1660
76.900000000000006,1425
85.799999999999997,1197
79.5,1009
92.400000000000006,1269
64.099999999999994,1953
73.5,542
83.099999999999994,1906
64.299999999999997,1798
86.799999999999997,811
75.400000000000006,889
91.200000000000003,762
87.700000000000003,1579
82.5,5811
79.900000000000006,875
88.299999999999997,2070
89.599999999999994,1513
86.299999999999997,1211
79.099999999999994,1539
58.299999999999997,951
84.400000000000006,5503
77.5,1086
86.0,759
90.400000000000006,2726
87.900000000000006,2082
70.099999999999994,1376
82.400000000000006,2331
76.799999999999997,1535
77.700000000000003,821
85.900000000000006,1671
84.599999999999994,1695
83.599999999999994,1305
60.5,1184
100.0,4
80.700000000000003,2213
86.200000000000003,989
78.599999999999994,2795
73.799999999999997,1630
82.700000000000003,2996
88.099999999999994,1437
96.099999999999994,1473
88.700000000000003,964
67.599999999999994,836
76.0,1685
86.200000000000003,1162
78.099999999999994,1156
80.599999999999994,1494
82.200000000000003,2081
89.200000000000003,1137
81.5,708
59.100000000000001,1997
89.700000000000003,1606
83.200000000000003,998
82.700000000000003,1213
64.099999999999994,1983
60.600000000000001,975
89.599999999999994,624
77.0,1230
81.700000000000003,1327
78.400000000000006,953
73.5,1159
86.0,1366
83.400000000000006,1747
71.0,3848
75.5,1599
88.299999999999997,628
64.099999999999994,1056
77.700000000000003,1186
91.099999999999994,1395
91.900000000000006,851
63.100000000000001,422
88.900000000000006,1390
81.200000000000003,638
82.700000000000003,1983
81.099999999999994,1544
71.200000000000003,3348
65.099999999999994,2100
84.799999999999997,1693
67.5,1676
84.700000000000003,2069
72.799999999999997,1587
70.400000000000006,1376
73.700000000000003,793
81.700000000000003,2515
76.799999999999997,1671
79.5,1536
72.799999999999997,1541
82.599999999999994,722
73.700000000000003,1557
78.900000000000006,1250
66.799999999999997,644
84.5,2765
89.400000000000006,1453
80.599999999999994,841
63.399999999999999,799
89.799999999999997,1176
82.599999999999994,971
87.599999999999994,1636
82.599999999999994,1054
86.799999999999997,1110
83.0,1305
84.599999999999994,3142
76.0,1025
84.400000000000006,1240
77.299999999999997,830
61.5,1503
76.400000000000006,1274
89.900000000000006,1819
85.099999999999994,967
86.200000000000003,730
78.900000000000006,1961
86.5,2793
84.700000000000003,3480
88.599999999999994,1960
92.5,753
82.799999999999997,1486
86.700000000000003,679
79.900000000000006,1071
55.100000000000001,952
75.799999999999997,1235
53.299999999999997,969
73.099999999999994,3623
78.5,800
87.0,1972
86.200000000000003,775
74.900000000000006,891
86.900000000000006,1237
83.299999999999997,1730
68.299999999999997,1316
83.599999999999994,1503
74.799999999999997,1609
80.5,1302
75.0,1456
80.099999999999994,1367
78.700000000000003,1223
71.599999999999994,808
55.399999999999999,2219
87.5,726
79.0,1817
78.099999999999994,1462
65.700000000000003,1770
83.799999999999997,1774
76.5,3094
77.0,915
80.099999999999994,675
91.0,999
72.5,1836
83.5,1599
76.900000000000006,6813
84.400000000000006,729
86.5,1584
89.799999999999997,1806
88.400000000000006,1208
87.0,798
61.600000000000001,1341
60.899999999999999,1564
70.599999999999994,936
78.099999999999994,1140
86.700000000000003,654
90.599999999999994,1447
87.700000000000003,240
58.600000000000001,1843
72.5,1508
73.200000000000003,3008
72.700000000000003,4585
83.400000000000006,1645
81.200000000000003,2793
71.5,988
83.5,902
68.900000000000006,2372
87.900000000000006,1249
82.900000000000006,660
70.0,1734
83.400000000000006,567
81.099999999999994,586
87.400000000000006,885
87.400000000000006,2680
81.599999999999994,1450
79.200000000000003,765
84.400000000000006,1178
79.700000000000003,1557
68.099999999999994,1561
84.599999999999994,2318
92.700000000000003,1050
77.900000000000006,754
89.299999999999997,834
79.700000000000003,977
81.700000000000003,1025
92.299999999999997,2174
87.400000000000006,887
72.400000000000006,6246
80.799999999999997,784
88.400000000000006,1192
65.0,2957
85.599999999999994,1328
82.799999999999997,1534
82.5,2013
86.200000000000003,5198
78.099999999999994,1448
76.200000000000003,865
79.900000000000006,960
79.700000000000003,1231
62.399999999999999,865
81.0,1322
64.099999999999994,1806
84.799999999999997,846
62.200000000000003,882
70.900000000000006,1082
62.200000000000003,1269
78.700000000000003,2049
74.799999999999997,3560
92.799999999999997,708
93.400000000000006,944
74.900000000000006,1822
79.900000000000006,1163
84.099999999999994,1119
74.799999999999997,1250
80.799999999999997,1752
92.200000000000003,806
76.900000000000006,1145
85.5,590
86.299999999999997,942
85.099999999999994,2670
88.900000000000006,1214
78.799999999999997,1042
82.200000000000003,495
72.299999999999997,1099
95.599999999999994,494
88.0,1148
88.099999999999994,1746
89.5,5142
94.5,627
82.599999999999994,1532
91.700000000000003,1002
82.200000000000003,2551
74.900000000000006,1054
87.099999999999994,768
73.200000000000003,928
53.700000000000003,479
87.0,2443
77.400000000000006,1498
63.899999999999999,1159
73.900000000000006,1008
83.700000000000003,645
76.5,1392
87.099999999999994,1778
85.0,961
84.099999999999994,1531
79.0,1110
79.799999999999997,912
56.899999999999999,2511
82.400000000000006,988
62.200000000000003,1008
82.700000000000003,1312
87.700000000000003,2321
78.400000000000006,763
74.099999999999994,1411
83.700000000000003,794
84.700000000000003,1572
84.099999999999994,1174
62.5,2511
78.700000000000003,1744
55.600000000000001,742
77.799999999999997,1220
91.200000000000003,1390
83.599999999999994,1065
49.5,1468
88.0,1512
91.799999999999997,2041
87.400000000000006,1333
89.299999999999997,996
93.599999999999994,1353
77.400000000000006,916
77.200000000000003,1115
81.799999999999997,2169
75.299999999999997,1452
84.700000000000003,1035
89.700000000000003,877
69.599999999999994,1324
72.900000000000006,1765
85.400000000000006,1478
83.900000000000006,1767
80.0,1329
87.799999999999997,727
69.700000000000003,616
100.0,902
88.599999999999994,1331
73.400000000000006,736
85.400000000000006,601
78.5,987
79.799999999999997,1598
75.299999999999997,1280
66.200000000000003,1241
65.5,2488
78.099999999999994,926
79.0,1476
89.0,1495
74.900000000000006,511
68.0,1975
80.299999999999997,1426
77.299999999999997,1060
61.399999999999999,1990
66.200000000000003,1960
90.0,1028
84.599999999999994,1546
78.0,1209
86.299999999999997,1084
82.5,610
72.0,1815
70.599999999999994,1254
85.799999999999997,1571
82.799999999999997,998
71.099999999999994,1556
85.299999999999997,1228
83.5,1278
81.700000000000003,1015
88.299999999999997,2086
67.599999999999994,1810
77.200000000000003,2801
86.099999999999994,1629
64.599999999999994,806
90.099999999999994,1489
85.200000000000003,465
83.900000000000006,1160
83.5,1486
58.899999999999999,1086
65.900000000000006,1727
79.099999999999994,1694
80.400000000000006,1417
79.200000000000003,1317
73.299999999999997,1853
87.299999999999997,1107
69.0,1633
86.700000000000003,1139
85.700000000000003,1151
89.299999999999997,704
0.0,1
83.799999999999997,959
85.0,2015
79.200000000000003,1690
75.5,584
90.700000000000003,1021
78.099999999999994,2467
83.599999999999994,1575
82.400000000000006,903
87.0,1478
80.400000000000006,5537
80.5,727
70.299999999999997,2116
81.0,891
78.900000000000006,1230
81.700000000000003,2721
77.200000000000003,2917
79.5,1296
80.400000000000006,1482
91.599999999999994,1455
75.299999999999997,4000
78.200000000000003,2975
73.400000000000006,1419
72.299999999999997,1083
86.099999999999994,808
90.900000000000006,835
78.200000000000003,998
62.700000000000003,853
77.700000000000003,754
62.299999999999997,1534
91.799999999999997,979
75.900000000000006,975
71.799999999999997,2053
80.5,1677
73.5,926
77.799999999999997,1702
70.200000000000003,1661
84.200000000000003,811
82.5,1909
72.799999999999997,1483
88.700000000000003,841
75.5,1506
80.299999999999997,1917
88.799999999999997,705
64.700000000000003,954
78.299999999999997,1116
64.299999999999997,676
74.400000000000006,1848
56.299999999999997,2759
82.700000000000003,1019
68.599999999999994,1840
81.0,781
78.599999999999994,5817
73.299999999999997,1646
84.799999999999997,1354
78.400000000000006,682
88.099999999999994,1090
86.0,2677
67.299999999999997,1483
84.299999999999997,2137
61.799999999999997,962
88.799999999999997,732
76.0,797
77.299999999999997,741
87.900000000000006,1404
62.200000000000003,1466
68.5,1543
73.200000000000003,1981
82.299999999999997,940
74.5,1764
86.799999999999997,1095
91.700000000000003,1547
73.5,718
74.400000000000006,1630
74.0,1605
76.900000000000006,1242
68.400000000000006,1796
89.400000000000006,2188
76.0,664
87.5,727
80.599999999999994,1446
77.0,2760
80.400000000000006,1441
78.099999999999994,1128
89.400000000000006,1609
88.200000000000003,1192
84.200000000000003,1403
81.900000000000006,1172
79.400000000000006,1374
65.5,728
76.099999999999994,3511
78.299999999999997,3323
91.799999999999997,1707
75.200000000000003,1126
76.0,786
80.0,836
82.900000000000006,913
70.400000000000006,334
80.400000000000006,1323
64.200000000000003,1073
86.299999999999997,4332
87.400000000000006,1073
73.599999999999994,1103
75.900000000000006,1048
72.099999999999994,939
90.0,1159
83.599999999999994,3049
90.400000000000006,753
89.099999999999994,1005
60.200000000000003,1341
82.599999999999994,786
87.200000000000003,807
82.5,1801
80.400000000000006,1188
78.599999999999994,709
82.099999999999994,1225
89.099999999999994,709
75.5,28537
85.400000000000006,1508
70.599999999999994,975
77.700000000000003,643
82.799999999999997,857
80.200000000000003,894
91.299999999999997,964
70.700000000000003,2514
87.0,797
82.0,2031
79.599999999999994,665
90.0,3123
69.099999999999994,1654
88.400000000000006,1204
63.5,527
84.799999999999997,1344
68.200000000000003,1994
88.299999999999997,1762
68.5,880
77.599999999999994,2328
78.099999999999994,1412
85.200000000000003,2363
83.400000000000006,1258
84.799999999999997,891
82.0,1218
65.0,815
87.099999999999994,1231
76.5,1326
66.799999999999997,923
73.700000000000003,1903
74.700000000000003,832
89.599999999999994,1211
70.400000000000006,1956
88.5,1233
87.5,1185
82.0,1712
66.900000000000006,1429
87.200000000000003,680
87.599999999999994,2555
73.099999999999994,916
85.400000000000006,2848
74.799999999999997,730
74.299999999999997,3416
58.399999999999999,875
70.099999999999994,1459
88.200000000000003,903
90.400000000000006,1236
79.299999999999997,1388
84.0,1254
67.799999999999997,720
72.900000000000006,657
82.700000000000003,1214
72.599999999999994,1690
82.5,769
83.5,1129
67.700000000000003,1192
69.599999999999994,2100
74.200000000000003,1929
71.700000000000003,1561
78.900000000000006,1373
87.799999999999997,1480
55.399999999999999,2291
90.5,805
84.200000000000003,1911
80.0,1098
50.0,6
85.5,1623
77.200000000000003,624
84.0,2016
81.900000000000006,974
83.599999999999994,1108
82.200000000000003,1264
72.5,2687
68.099999999999994,2254
86.400000000000006,1877
75.900000000000006,3402
82.299999999999997,1543
80.0,1489
70.799999999999997,1366
79.700000000000003,850
89.700000000000003,1200
90.700000000000003,1120
82.200000000000003,1159
83.200000000000003,517
79.5,2444
66.900000000000006,1453
80.799999999999997,950
78.0,1293
74.200000000000003,1048
89.200000000000003,975
87.900000000000006,1101
88.299999999999997,683
76.400000000000006,1114
85.5,882
80.299999999999997,1441
82.400000000000006,1096
77.700000000000003,1325
89.099999999999994,666
83.700000000000003,744
92.700000000000003,1536
78.0,1830
82.5,2729
85.599999999999994,1275
70.200000000000003,894
88.5,1035
75.099999999999994,768
70.900000000000006,1262
87.0,1495
69.700000000000003,1848
85.200000000000003,2016
91.099999999999994,749
95.299999999999997,1488
71.599999999999994,815
64.700000000000003,2636
58.0,2259
92.5,898
68.099999999999994,1021
75.200000000000003,953
84.5,967
88.099999999999994,614
86.900000000000006,571
73.400000000000006,1360
50.700000000000003,830
79.299999999999997,1759
70.900000000000006,1046
82.700000000000003,1009
83.0,1941
83.299999999999997,597
88.5,1983
76.200000000000003,1216
74.299999999999997,500
73.0,1018
88.700000000000003,1003
74.099999999999994,996
73.299999999999997,1491
86.400000000000006,2686
85.799999999999997,501
75.700000000000003,1466
82.599999999999994,2107
69.5,951
94.299999999999997,1184
71.400000000000006,1983
84.0,2571
75.599999999999994,1033
86.299999999999997,1159
77.799999999999997,1334
74.200000000000003,1849
85.200000000000003,1284
87.900000000000006,1268
75.900000000000006,1776
85.099999999999994,4777
84.200000000000003,990
79.799999999999997,740
88.900000000000006,1649
80.700000000000003,893
74.5,1203
83.200000000000003,601
80.200000000000003,665
73.900000000000006,826
82.599999999999994,1441
86.299999999999997,789
86.0,1441
54.700000000000003,1055
79.799999999999997,1509
86.5,2138
88.5,534
79.700000000000003,1465
82.799999999999997,1093
89.200000000000003,1368
89.200000000000003,774
73.5,746
83.099999999999994,1458
77.799999999999997,966
79.0,977
70.599999999999994,1238
62.899999999999999,2801
90.299999999999997,1451
79.900000000000006,1291
91.5,806
76.700000000000003,872
80.599999999999994,1639
84.0,1506
75.200000000000003,1779
91.0,754
74.299999999999997,2826
77.0,1997
83.5,649
89.5,1354
84.299999999999997,969
74.5,1398
82.799999999999997,1769
85.799999999999997,2216
62.700000000000003,871
88.099999999999994,2725
59.700000000000003,1880
86.5,2766
73.900000000000006,1924
81.799999999999997,707
78.200000000000003,1100
88.400000000000006,901
80.400000000000006,912
80.900000000000006,829
82.400000000000006,1470
74.599999999999994,1649
81.900000000000006,3040
76.099999999999994,3492
69.299999999999997,1788
74.700000000000003,936
80.5,2238
78.0,1590
84.0,694
66.700000000000003,885
81.0,732
78.599999999999994,3287
79.799999999999997,603
89.0,1008
66.799999999999997,1519
86.799999999999997,2775
80.099999999999994,1714
84.0,1846
76.099999999999994,2491
70.799999999999997,2338
75.900000000000006,794
91.700000000000003,1222
84.799999999999997,1244
79.299999999999997,1510
72.099999999999994,792
80.5,815
57.899999999999999,811
79.5,2746
81.0,1113
78.900000000000006,1084
75.200000000000003,642
78.5,2747
73.200000000000003,1470
92.099999999999994,1623
92.299999999999997,1387
70.799999999999997,1255
85.5,1760
69.0,1325
83.400000000000006,1623
84.299999999999997,2029
81.0,1314
85.5,1055
84.299999999999997,1149
83.700000000000003,1538
84.299999999999997,975
66.700000000000003,1282
84.900000000000006,2316
67.099999999999994,4208
75.599999999999994,1014
89.599999999999994,1261
92.400000000000006,1273
78.200000000000003,1425
83.099999999999994,2597
59.799999999999997,920
84.900000000000006,1293
83.700000000000003,1325
63.399999999999999,1300
85.400000000000006,1792
80.900000000000006,800
79.5,1168
78.5,1165
68.299999999999997,645
81.900000000000006,1380
84.900000000000006,1882
77.599999999999994,2165
88.799999999999997,1505
88.099999999999994,655
89.599999999999994,1473
86.599999999999994,900
87.799999999999997,919
79.299999999999997,1930
81.599999999999994,1379
80.0,895
90.700000000000003,1138
82.5,2140
83.900000000000006,2703
84.400000000000006,1257
51.399999999999999,1061
67.299999999999997,604
87.400000000000006,689
83.599999999999994,944
76.599999999999994,1139
75.400000000000006,1842
72.599999999999994,2084
76.599999999999994,991
90.299999999999997,1341
89.799999999999997,780
84.599999999999994,1116
80.5,862
72.5,3055
66.700000000000003,882
85.599999999999994,1143
85.099999999999994,2680
93.299999999999997,2027
77.099999999999994,958
91.599999999999994,878
77.900000000000006,1400
78.900000000000006,847
87.400000000000006,888
47.5,724
91.5,1774
76.700000000000003,672
72.700000000000003,584
69.0,2608
75.400000000000006,3021
88.700000000000003,1143
82.299999999999997,1443
76.099999999999994,1383
87.5,938
76.799999999999997,2612
71.299999999999997,1279
78.900000000000006,671
57.0,1410
85.599999999999994,1206
76.700000000000003,1083
81.0,1199
86.700000000000003,975
83.0,1383
79.599999999999994,778
67.299999999999997,2858
66.400000000000006,640
78.200000000000003,1738
81.5,2033
95.299999999999997,933
75.099999999999994,1152
70.700000000000003,768
87.400000000000006,937
73.299999999999997,969
87.200000000000003,954
76.5,702
54.600000000000001,1242
71.299999999999997,2652
77.599999999999994,1157
77.200000000000003,720
79.5,801
71.599999999999994,2064
82.700000000000003,2071
84.700000000000003,1056
76.900000000000006,2204
87.299999999999997,2263
90.599999999999994,1967
67.099999999999994,919
75.400000000000006,800
58.700000000000003,786
69.400000000000006,628
67.299999999999997,1290
81.0,1867
65.0,910
84.5,1559
79.200000000000003,1041
90.900000000000006,3198
80.799999999999997,1008
86.900000000000006,717
70.900000000000006,1773
83.0,1208
84.5,769
64.099999999999994,1904
74.799999999999997,1440
75.900000000000006,3076
76.200000000000003,3500
72.400000000000006,1414
87.700000000000003,1490
71.299999999999997,1854
78.400000000000006,622
78.200000000000003,1304
81.299999999999997,1823
83.700000000000003,1102
59.899999999999999,2223
79.900000000000006,2352
63.700000000000003,1160
82.5,1066
83.799999999999997,1387
64.5,496
77.099999999999994,1879
61.799999999999997,1264
84.200000000000003,1396
76.5,759
90.5,1216
80.0,869
69.0,616
80.400000000000006,5022
81.200000000000003,2428
81.5,2387
87.5,1734
83.0,1064
70.900000000000006,904
82.200000000000003,1697
83.5,806
89.5,2104
87.5,1269
77.799999999999997,1854
75.099999999999994,1419
77.200000000000003,1402
82.900000000000006,2425
71.799999999999997,847
76.099999999999994,1428
75.099999999999994,1924
82.200000000000003,1096
76.0,1604
84.0,1624
83.0,1746
91.099999999999994,1067
83.599999999999994,1288
90.700000000000003,828
87.0,680
74.0,2702
79.900000000000006,765
73.400000000000006,1645
87.099999999999994,1186
100.0,338
72.400000000000006,889
93.0,564
81.5,1584
78.5,1063
67.400000000000006,1224
82.900000000000006,3138
76.099999999999994,1727
80.900000000000006,1166
81.900000000000006,559
77.599999999999994,608
86.400000000000006,804
85.400000000000006,1903
96.099999999999994,3408
79.700000000000003,850
84.599999999999994,2459
73.700000000000003,1025
57.5,842
74.0,1369
85.099999999999994,1108
78.799999999999997,944
88.0,892
88.200000000000003,967
88.099999999999994,671
85.900000000000006,1396
64.799999999999997,827
82.799999999999997,1422
80.299999999999997,1230
89.799999999999997,548
85.700000000000003,4749
77.400000000000006,1019
87.099999999999994,2012
83.299999999999997,107
80.400000000000006,1178
69.900000000000006,1571
86.400000000000006,883
82.099999999999994,2316
59.700000000000003,996
79.5,727
68.0,2344
80.200000000000003,708
87.200000000000003,785
83.0,1074
79.0,1286
79.400000000000006,1041
79.299999999999997,1532
74.5,1618
76.700000000000003,759
71.5,988
81.299999999999997,874
76.700000000000003,1136
73.900000000000006,1293
84.799999999999997,1933
77.099999999999994,818
83.799999999999997,1552
68.700000000000003,659
67.700000000000003,539
64.700000000000003,776
76.900000000000006,531
87.700000000000003,791
81.900000000000006,1356
72.099999999999994,937
86.5,1287
83.200000000000003,784
81.5,2087
84.0,1050
80.5,1392
80.799999999999997,1480
82.5,1591
84.599999999999994,2148
80.5,1891
83.599999999999994,1682
87.599999999999994,958
73.200000000000003,2684
78.900000000000006,941
74.200000000000003,1074
69.200000000000003,683
80.900000000000006,1467
83.200000000000003,1195
85.900000000000006,646
60.0,2372
57.299999999999997,813
80.700000000000003,1391
81.799999999999997,2623
70.200000000000003,1041
76.299999999999997,1030
87.5,1297
67.599999999999994,2290
87.599999999999994,1094
66.099999999999994,1727
80.900000000000006,2533
72.400000000000006,947
62.299999999999997,2511
92.599999999999994,1824
79.099999999999994,949
77.5,1553
79.0,696
82.400000000000006,2049
79.400000000000006,917
74.099999999999994,1276
72.099999999999994,1652
83.799999999999997,1151
89.200000000000003,1994
86.5,1900
78.700000000000003,1035
73.900000000000006,1007
73.700000000000003,2343
90.200000000000003,1112
80.299999999999997,691
88.0,1152
81.099999999999994,1413
71.099999999999994,1143
68.599999999999994,1203
83.299999999999997,591
89.400000000000006,1302
80.799999999999997,1432
80.599999999999994,1427
90.700000000000003,2290
77.5,1092
79.799999999999997,877
61.899999999999999,580
71.5,849
81.900000000000006,1904
80.0,1332
65.400000000000006,2072
87.200000000000003,688
68.700000000000003,1829
68.299999999999997,590
85.5,1779
79.5,2072
72.200000000000003,1385
70.099999999999994,780
83.700000000000003,1330
79.599999999999994,1679
74.900000000000006,1646
66.099999999999994,740
85.900000000000006,792
65.299999999999997,1404
66.299999999999997,1171
85.299999999999997,1292
90.200000000000003,1411
74.5,1224
59.700000000000003,734
41.899999999999999,2362
87.200000000000003,1713
75.599999999999994,940
70.400000000000006,2735
89.099999999999994,607
72.099999999999994,1438
92.200000000000003,795
88.099999999999994,1111
90.400000000000006,485
67.700000000000003,1093
90.099999999999994,680
83.400000000000006,1450
78.599999999999994,1089
62.299999999999997,1238
70.299999999999997,1795
86.299999999999997,1310
71.400000000000006,1912
81.900000000000006,718
74.599999999999994,753
81.200000000000003,2409
69.099999999999994,1802
71.099999999999994,1497
71.900000000000006,1266
67.900000000000006,985
69.700000000000003,685
77.700000000000003,965
72.099999999999994,1834
83.0,709
95.799999999999997,827
84.799999999999997,1907
63.700000000000003,1026
78.5,1380
72.700000000000003,19
75.5,1005
85.700000000000003,1994
78.099999999999994,1540
89.099999999999994,632
69.700000000000003,780
77.099999999999994,1374
85.799999999999997,1345
82.0,849
71.099999999999994,730
88.200000000000003,1788
77.799999999999997,1046
79.599999999999994,1311
88.700000000000003,657
77.700000000000003,1511
86.599999999999994,2016
83.299999999999997,668
77.599999999999994,1258
90.700000000000003,1859
77.700000000000003,741
89.299999999999997,1489
74.5,1724
88.400000000000006,689
78.700000000000003,948
100.0,933
86.200000000000003,1080
87.700000000000003,683
89.400000000000006,1531
80.700000000000003,5410
88.599999999999994,1662
88.599999999999994,937
88.700000000000003,942
84.099999999999994,1294
82.299999999999997,1967
92.0,1049
76.099999999999994,1694
81.099999999999994,2333
82.799999999999997,3132
59.799999999999997,999
93.200000000000003,909
79.0,1814
74.900000000000006,715
65.099999999999994,988
78.400000000000006,2427
83.700000000000003,1354
62.100000000000001,2634
81.299999999999997,1046
87.599999999999994,712
85.700000000000003,1504
78.599999999999994,1385
82.299999999999997,812
62.700000000000003,1672
